Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
"Mercedes Benz Research & Development North America, Inc",AVT002,8/10/2020,WDD2221591A470500,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/10/2020,WDD2221591A470500,No,Yes,AV System,Street,The system disengaged because of an error with the maps component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/10/2020,WDD2221591A470500,No,Yes,AV System,Street,The system disengaged because of an error with the maps component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDDUG8GB9KA439459,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/20/2020,WDDUG8GB9KA439459,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The system disengaged because of an error with the maps component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/27/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/27/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,8/27/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,8/27/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/3/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/3/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/3/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/3/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/3/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/3/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/8/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/8/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/8/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/8/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/8/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/8/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with environment model caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,AV System,Street,The system disengaged because of an error with the maps component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/10/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/14/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with pedestrian detection caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/17/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/21/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/21/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/21/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/21/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The system disengaged because of an error with the maps component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/24/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,9/28/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,9/29/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,A general error caused the system to stop the engaged status. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/1/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/8/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The system disengaged because of an error with the maps component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/8/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/8/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/8/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/12/2020,WDD2221591A470796,No,Yes,AV System,Street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/12/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/12/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/13/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/14/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/15/2020,WDD2221591A470796,No,Yes,AV System,Street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/15/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/15/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/16/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/19/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/19/2020,WDD2221591A470147,No,Yes,AV System,Street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/22/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/22/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/27/2020,WDD2221591A470147,No,Yes,AV System,Street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,AV System,Street,An issue with motion control system caused the system to disengage. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,10/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/3/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/3/2020,WDDUG8GB3JA405273,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/5/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/5/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/5/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/6/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/7/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/7/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/7/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/7/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/8/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/11/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/11/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/11/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/11/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/11/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver pressed the accelerator pedal because the vehicle was driving slower than driver expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/12/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/12/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/12/2020,WDD2221591A470796,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/18/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/19/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/19/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/20/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,11/29/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/30/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes Benz Research & Development North America, Inc",AVT002,11/30/2020,W1K6G7GBXMA000924,No,Yes,AV System,Freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Nissan North America, INC",AVT007,12/2/2019,JN1BV7AP3FM349849,No,Yes,Test Driver,Street,"When the AV was making a lane change, too much acceleration was observed despite the existence of lead vehicle on the target lane. The driver safely disengaged and resumed manual control shortly after the unexpected acceleration. "
"Nissan North America, INC",AVT007,2/27/2020,JN1BV7AP3FM349849,No,Yes,AV System,Street,The AV controller unexpectedly stopped running and AV operation was disengaged. The driver safely took over control of the vehicle shortly after the disengagement.
"Nissan North America, INC",AVT007,2/28/2020,1N4BZ0CP6GC302978,No,Yes,Test Driver,Street,The AV was Breaking incorrectly. As a result the safety driver disengaged and resumed manual control.
"Nissan North America, INC",AVT007,2/28/2020,1N4BZ0CP6GC302978,No,Yes,Test Driver,Street,Comparing map files and an offset was noticed by the safety driver as a result the safety driver disengaged and resumed manual control.
"Nuro, Inc",AVT028,12/19/2019,JTDKN3DP3C3011760,No,Yes,Test Driver,Street,Object Perception: late perception of in-road crosswalk sign
"Nuro, Inc",AVT028,1/9/2020,JTDKN3DP6D3042602,No,Yes,Test Driver,Street,"Planning Logic: following conservative yield, vehicle behind made contact. No reportable damage of property or bodily injury"
"Nuro, Inc",AVT028,1/21/2020,JTDKN3DPXC3004725,No,Yes,Test Driver,Street,Planning Logic: planner inadequately yields to lead vehicle coming to a stop
"Nuro, Inc",AVT028,2/6/2020,JTDKN3DP3C3020295,No,Yes,Test Driver,Street,Planning Logic: incorrect behavior prediction for vehicle at roundabout results in a planned trajectory that overlaps with the vehicle
"Nuro, Inc",AVT028,2/9/2020,JTDKN3DPXC3004725,No,Yes,Test Driver,Street,Object Perception: late perception of small box in planner's path
"Nuro, Inc",AVT028,7/15/2020,JTDKN3DP2C3011362,No,Yes,Test Driver,Street,Object Perception: late perception of small box in planner's path
"Nuro, Inc",AVT028,7/15/2020,JTDKN3DP2C3011362,No,Yes,Test Driver,Street,Object Perception: late perception of small box in planner's path
