Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
AImotive Inc.,AVT036,2020.11.10,JTDKN3DU9A0059509,No,Yes,Test Driver,Freeway,"During a merge, the test vehicle failed to keep an appropriate distance between a merging car or the merging car failed to yield to us. 
Conditions: Non-inclement weather, dry roads, no other factors involved"
Apple Inc.,AVT030,5-Dec-19,2T2BGMCA2HC012521,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,5-Dec-19,2T2BGMCA2HC012521,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,5-Dec-19,2T2BGMCA9GC007394,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,5-Dec-19,2T2BGMCA9GC007394,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,6-Dec-19,2T2BGMCA7GC003781,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,6-Dec-19,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,7-Dec-19,2T2BGMCA2HC019338,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,7-Dec-19,2T2BGMCA2HC019338,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,9-Dec-19,2T2BGMCA0HC014753,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,9-Dec-19,2T2BGMCA0HC019967,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,10-Dec-19,2T2BGMCA9GC007394,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,11-Dec-19,2T2BGMCA3HC020062,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,12-Dec-19,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,13-Dec-19,2T2BGMCA2HC019338,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,13-Dec-19,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,13-Dec-19,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,17-Dec-19,2T2BGMCA3HC020062,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,19-Dec-19,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,20-Dec-19,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,23-Dec-19,2T2BGMCA9GC007394,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,3-Jan-20,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Incorrect map encoding lead to undesirable motion plan
Apple Inc.,AVT030,5-Jan-20,2T2BGMCA3HC020062,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,7-Jan-20,2T2BGMCA0HC014753,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,7-Jan-20,2T2BGMCA3HC020062,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,8-Jan-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,8-Jan-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,8-Jan-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,8-Jan-20,2T2BGMCA3HC020062,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,10-Jan-20,2T2BGMCA3HC020062,No,Yes,Test Driver,Street,Incorrect perception lead to undesirable motion plan 
Apple Inc.,AVT030,10-Jan-20,2T2BGMCA0HC014753,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,14-Jan-20,2T2BGMCA1GC008135,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,14-Jan-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,15-Jan-20,2T2BGMCA2HC019338,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,21-Jan-20,2T2BGMCA3HC020062,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,24-Jan-20,2T2BGMCA2HC012521,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,27-Jan-20,2T2BGMCA1GC008135,No,Yes,Test Driver,Street,Safety driver performed improper robotic mode engagement
Apple Inc.,AVT030,27-Jan-20,2T2BGMCA1GC008135,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan
Apple Inc.,AVT030,28-Jan-20,2T2BGMCA1GC008135,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,28-Jan-20,2T2BGMCA3HC020062,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,28-Jan-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,29-Jan-20,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,29-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,29-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,29-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,29-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Sensor data mismatch caused software kickout
Apple Inc.,AVT030,29-Jan-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Highway,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Highway,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA3GC007861,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,30-Jan-20,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Incorrect perception of traffic signal lead to undesirable motion plan
Apple Inc.,AVT030,31-Jan-20,2T2BGMCA9GC007394,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan
Apple Inc.,AVT030,31-Jan-20,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,31-Jan-20,2T2BGMCA3HC020062,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,4-Feb-20,2T2BGMCA1HC014096,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,6-Feb-20,2T2BGMCA1HC014096,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,10-Feb-20,2T2BGMCA1HC014096,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,10-Feb-20,2T2BGMCA2HC019338,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,10-Feb-20,2T2BGMCA2HC019338,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,11-Feb-20,2T2BGMCA0HC019225,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,11-Feb-20,2T2BGMCA2HC019338,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,12-Feb-20,2T2BGMCA7HC014877,No,Yes,Test Driver,Street,Sensor/Perception discrepancy resulted in  incorrect predictions for motion planning
Apple Inc.,AVT030,12-Feb-20,2T2BGMCA7HC014877,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,12-Feb-20,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,12-Feb-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,12-Feb-20,2T2BGMCA1GC008135,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,12-Feb-20,2T2BGMCA6HC016667,No,Yes,AV System,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,14-Feb-20,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesireable motion plan violating traffic signal 
Apple Inc.,AVT030,17-Feb-20,2T2BGMCA7HC014877,No,Yes,Test Driver,Street,Motion plan exceeded speed limit 
Apple Inc.,AVT030,18-Feb-20,2T2BGMCA0HC019967,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue
Apple Inc.,AVT030,18-Feb-20,2T2BGMCA1HC014096,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,19-Feb-20,2T2BGMCA0HC014753,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,20-Feb-20,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,21-Feb-20,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,Undesireable motion plan violating traffic signal 
Apple Inc.,AVT030,24-Feb-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,24-Feb-20,2T2BGMCA0HC019225,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,24-Feb-20,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion planning unable to produce valid trajectory
Apple Inc.,AVT030,25-Feb-20,2T2BGMCA6GC007983,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,9-Jun-20,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,10-Jun-20,2T2BGMCA5HC014389,No,Yes,AV System,Highway,Motion control health check caused software kickout
Apple Inc.,AVT030,11-Jun-20,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,12-Jun-20,2T2BGMCA4HC020118,No,Yes,Test Driver,Street,Reduced visibility of a vehicle due to occlusions resulted in an undesirable motion plan
Apple Inc.,AVT030,17-Jun-20,2T2BGMCA5HC014389,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,25-Jun-20,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,10-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan violating keep clear zone
Apple Inc.,AVT030,10-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect perception of traffic signal lead to undesirable motion plan
Apple Inc.,AVT030,13-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Hardware diagnostic detected hardware health issue
Apple Inc.,AVT030,14-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,System issue interrupted driving algorithm
Apple Inc.,AVT030,14-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Hardware diagnostic detected hardware health issue
Apple Inc.,AVT030,15-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Undesireable motion plan violating keep clear zone
Apple Inc.,AVT030,17-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect prediction of parked vehicle caused undesirable motion plan
Apple Inc.,AVT030,21-Jul-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,System issue interrupted driving algorithm
Apple Inc.,AVT030,23-Jul-20,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Sensor/Perception discrepancy resulted in  incorrect predictions for motion planning
Apple Inc.,AVT030,25-Jul-20,2T2BGMCA4HC020118,No,Yes,AV System,Freeway,Hardware diagnostic caused software kickout
Apple Inc.,AVT030,27-Jul-20,2T2BGMCA4HC020118,No,Yes,Test Driver,Freeway,Safety driver discomfort due to selected motion plan
Apple Inc.,AVT030,30-Jul-20,2T2BGMCA4HC020118,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,30-Jul-20,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal lead to undesirable motion plan
Apple Inc.,AVT030,1-Aug-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect perception of traffic signal lead to undesirable motion plan
Apple Inc.,AVT030,4-Aug-20,2T2BGMCA9GC007394,No,Yes,AV System,Street,Incorrect prediction lead to undesirable motion plan 
Apple Inc.,AVT030,11-Aug-20,2T2BGMCA5HC014389,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan violating keep clear zone
Apple Inc.,AVT030,25-Aug-20,2T2BGMCA8HC020137,No,Yes,AV System,Street,Motion control health check caused software kickout
Apple Inc.,AVT030,27-Aug-20,2T2BGMCA8HC020137,No,Yes,Test Driver,Street,Incorrect prediction lead to undesirable motion plan
Apple Inc.,AVT030,31-Aug-20,2T2BGMCA4HC020118,No,Yes,AV System,Street,Motion control health check caused software kickout
